action	reward
1	0.38314542607127755
0	0.6667460677051941
2	0.0
0	0.0
1	0.8635722864841249
1	0.0
0	1.3264077308368902
0	0.23978859955759924
2	0.0
1	0.0
0	0.0
2	0.0
0	0.0
1	1.5772223075864926
1	0.8085422874992781
1	0.5756778965451208
1	0.16403296341784457
0	0.966434515134614
2	0.0
0	1.6214313934914368
0	0.0
1	0.26724837645199817
0	0.668766252451416
0	0.13339067953853134
2	0.0
1	0.3912539957610174
0	0.0
1	0.0
2	0.0
0	0.36070786703175595
1	0.5630145860465643
0	0.4955964841972764
1	0.0
2	0.0
0	0.0
1	0.0
0	0.0
2	0.0
1	1.4720435002936965
1	0.9320551967441544
0	0.7972188171044692
1	0.0
0	1.100536725258234
0	0.39665161454807185
2	0.0
1	0.0
0	0.2677420281419258
0	0.0
1	0.29211765098473064
2	0.0
1	0.43838160604768295
0	0.4924038258464746
0	0.2513897123559278
2	0.0
1	1.4146417946545309
1	0.2695155447290387
0	0.9127900274513803
1	0.46594543468373206
0	0.3133098869844789
2	0.09520092625618093
1	0.0
0	0.6721027820494452
0	0.05489705418145241
1	0.6398173497456744
2	0.0
1	0.0
0	0.0
1	0.4174518445504527
0	0.3716591092651733
2	0.20811006806370025
0	0.9828059696267948
1	1.0474789097984492
1	0.6045006722318806
0	1.8743381561503465
0	0.0
2	0.0
0	0.23867639395149365
1	0.0
0	0.20101944905678226
1	0.7282778370450226
2	0.015801835083853133
0	0.4630492879718534
1	2.069529537612077
1	1.0719692507262426
1	0.5037666846747116
1	0.30811441024137587
0	0.6920290700970819
1	0.0
0	0.5474701267171102
2	0.33441138286107985
0	0.0
1	1.9955765425786103
1	0.5091060827256537
1	0.9799007815136435
1	0.6917873816471534
2	0.0
1	0.3095057658977177
0	0.5840981648446263
0	0.5668098569399227
1	0.0
2	0.0
0	0.8752830530911124
0	1.2688448316848653
0	0.483796905420941
1	0.14158176787303
0	0.25953162259788687
2	0.0
1	0.2742777003765704
0	0.793264195877168
0	0.0
1	0.0
2	0.0
0	0.3032540607095927
1	0.07155237629266298
0	0.5532255980020112
0	0.0
2	0.0
1	0.0
0	0.0
1	1.038192054133947
1	0.0
2	0.0
0	1.681270287722679
0	1.1669289526155846
0	0.0
1	0.5761010096741707
0	0.0
1	0.0
2	0.87793117202195
2	0.07008539277954118
0	1.7210488607525858
0	0.16527136607722093
0	0.0
1	0.2904224287682726
2	0.29631625173249443
0	0.21486803552791067
1	0.0
0	0.27177871145114774
1	0.0
2	0.0
0	1.4398129234376391
0	0.09734870137018004
1	0.7179281140943408
0	0.5089951892515803
2	0.1347038252286744
1	0.0
0	1.3693888896287167
0	0.0
0	0.9646604804661982
1	0.7851187109136724
0	0.0
2	0.0
1	1.4359595029790517
1	0.2502880829193056
1	0.8480134328525641
0	1.6712138626830912
0	1.2563528454760269
0	1.4266035748207249
0	0.0
1	1.2555202808709747
1	0.0
0	1.9249488730695967
0	0.0
0	0.0
2	0.0
1	0.0
0	0.6105724363551364
0	0.944165197358312
2	0.7996477226533766
0	0.47926408312070023
1	0.5151925956776625
2	0.0
0	0.0
1	0.23267032780489383
0	0.17172263843682667
1	0.8619252325293252
2	0.25756408124070884
1	0.23128990873711885
0	0.0
1	0.7355972652099723
2	0.0
0	0.5035918262134449
1	0.7178408882805197
1	0.5613757035505327
0	0.0
1	0.0
2	0.0
0	0.0
1	0.3070038403142238
0	0.0
2	0.47601958485709805
1	0.0
0	0.8792167457533131
0	0.7160971219017478
2	0.1274706418075775
1	0.0
0	0.39299571670247735
0	2.61514425401044
0	0.31079258051880765
0	0.8298407066269571
0	0.9934880746134711
0	0.1265075443782372
1	0.6450210734182915
2	0.0
0	0.5484424886507973
1	0.6056309895286126
0	1.9463905830738817
0	1.9494728346944794
0	0.7640263262630876
0	1.3529583353465762
0	0.697389024238654
0	0.5039126816404356
0	1.0681060717345165
0	0.4422702376914375
1	1.4354017320597967
1	0.9584272763624495
1	0.0
0	0.067878883841899
2	0.0
0	0.0
1	0.45739569924263423
1	1.0082064718555852
1	1.92093742160932
1	2.105843526372449
1	0.3521794321961509
1	1.2624075614861676
1	1.5025609395624746
1	0.5800395325703344
1	1.3023843915108713
1	0.5246795800567605
1	0.1806247882776777
2	0.14414161909890522
0	1.4316058876384414
0	1.9188338621555097
0	0.5279138107941764
0	0.9394618496186795
0	0.3966932025369194
1	1.2767454496115491
1	0.9361179246304578
1	0.8827552471388577
0	0.39458454825030675
1	0.052788651221014504
0	0.9041515104020713
2	0.0
0	0.43375912952932294
1	0.5955432342860151
0	0.9368685448860871
1	0.0
0	0.0
2	0.0
0	0.23934563654695706
1	0.0
0	0.0
1	0.0
2	0.7703072923895838
2	0.0
0	0.06901080669476878
1	0.3895564158484046
0	0.9869574298393031
0	0.5227399516193805
1	1.164451867984129
1	0.8082652593654888
2	0.0
1	1.5430028732181507
1	0.2721456525473578
0	0.4167767317435368
1	0.0
0	0.2281158592560677
1	1.530095996226714
1	0.9480730199645454
1	0.027829876561940137
0	0.0
2	0.0
1	0.19342326836789103
0	0.13636776275204998
1	0.4139406395790163
2	0.0
0	0.0
1	0.6470287168360653
0	0.0
1	1.9648283684691978
1	0.0
1	0.255322171241124
2	0.0
0	0.6495281985185488
1	0.1102673066205172
0	0.01637636103420681
1	0.7601544279605112
2	0.7273189753400761
0	0.5083377543589891
1	0.9641923669770414
1	0.1958733400853515
2	0.0
0	0.0
1	0.6774859912132434
0	0.0
1	0.9235877275691047
1	0.7784624825026507
2	0.18047101254386078
1	0.1243530513961254
0	1.973855041092132
0	0.19235068794510268
0	0.8356956450011213
0	0.49307436791538284
1	0.0
0	0.5721614896475907
2	0.0
0	0.16799813398835073
1	2.910268283957488
1	0.749477438852143
1	0.4892735613783361
1	0.5004271572586504
1	0.89867529544874
1	0.6440417321198321
1	1.8617566682833453
1	0.3867133388078212
1	0.0
0	0.3967032843596081
2	0.0
1	0.2527944113330177
0	0.9164055030384799
0	0.0
1	0.433682575964619
0	0.0
2	0.6561315573262608
1	2.9889216151840223
1	0.5247350687840191
1	1.801430936058219
1	1.1025999655059882
1	0.0
1	0.0
1	0.0
1	0.13722731933518428
2	0.0
0	0.7665940345389827
0	0.6647683234817349
1	2.330669167166054
1	0.3290183652132803
1	1.5578438644058699
1	0.6976060610865404
1	0.26023840334362003
1	0.784689801342902
0	0.5462944427854799
1	0.10652003806972576
2	0.0
0	0.11702463932764107
1	0.7157741261008292
0	0.8883469289322611
1	1.25480984096427
1	1.519657459702655
1	1.3734530284039586
1	0.6553053570907623
1	0.0
0	0.7652387915414445
0	1.8464672857085331
0	0.12754266852806684
2	0.7091895870515634
0	0.5589633526287869
1	0.0
2	0.0
0	0.54467080607916
0	0.8253378333653159
1	0.704929619701063
0	0.8886203687888373
1	1.8265902504612515
1	0.8591210162730961
1	0.11623810935482903
0	0.33707424995838564
1	0.2309471416375647
2	0.0
0	0.0
1	0.5565463511048303
0	0.0
1	1.9074450609594484
1	0.5776645784934002
1	0.13400406112659935
2	0.0
1	0.0
0	0.5919443321294859
0	0.12491168184898938
1	0.0
2	0.8497523749042133
0	0.3455104380401727
2	0.6545873747831428
1	0.08710031209425873
0	0.0
2	0.0
1	1.5441312000431833
1	0.8263111268323869
1	0.267439846498162
0	0.0
1	0.7188976978524309
1	0.3797717922492154
2	0.11171922495007403
0	2.198607691634452
0	0.4617333759337322
0	0.3037073271859121
0	0.031248852887208356
1	0.7322166723532746
1	0.2310504755867817
0	0.806668269093342
2	0.0
0	0.0
1	0.0
0	1.137598504305543
0	0.0
1	0.05262223126208232
2	0.0
0	0.4621631354164113
1	0.0
0	0.5690858746543406
0	0.5952530924633969
1	0.07167664808676188
2	0.0
0	0.17254323885693656
1	0.2754499787141309
0	0.7542505391723777
0	0.0
1	1.8911067296253334
1	1.6840533086104161
1	0.3565006244341844
1	1.117455676027804
1	1.8131304149182899
1	0.2462342202434441
1	1.856691694182907
1	0.4666112966553573
1	0.0
1	0.9584156040582842
1	0.17728590684133416
2	0.0
1	0.0701634114299865
0	0.40348437355512345
0	0.8798447644820566
0	0.911790631799478
1	0.92743648216797
0	0.7691581019483426
2	0.7661962843502058
1	1.508818416390419
1	0.47997388119789064
1	0.8746746744136885
2	0.0
0	0.37939546288517667
