action	reward
0	1.5752073596631015
1	0.0
2	0.0
0	1.80400593080568
1	0.4320834323714654
2	0.0
0	0.0
1	0.41087663304602884
2	0.38996633653134205
0	0.6570798251454656
1	0.0
2	0.9666168669576152
0	0.0
2	0.010039468345817593
1	1.335632982562833
0	0.2230082374503195
1	0.05378478537453968
2	0.0
0	0.1589386196604673
1	0.0
2	0.0
0	0.5601985185318482
1	1.209055243938891
2	0.38505261354622977
0	0.0
1	0.6671267327331588
2	0.33352267927903867
0	0.41164466428589863
1	0.6821111195324032
2	0.013347826341798319
0	0.0
1	0.33231298524887387
2	0.29837102176791597
0	2.9191483629132895
1	0.2156179557057849
0	1.2707881087452197
2	0.48147288820924516
1	0.16605827930314332
0	0.0
2	0.0013511986541687726
0	0.0
1	0.0
2	0.3916451160563529
0	0.15866951513241856
1	0.16678516359841766
2	0.0
0	2.6403228490379305
1	0.0
0	0.6950179304961165
2	0.0
1	0.8487731900493642
0	0.38753445068199543
2	0.0
1	0.5434324022856712
0	0.33432486355970414
2	0.0
1	1.2240710004607211
0	0.0
1	0.7665927372842084
2	0.0
0	0.3317896478989528
1	1.823318204572093
0	0.5007494009810771
2	0.7370470238212437
1	0.6306226850737036
0	1.4419198515895797
2	0.0
1	0.8971602728342452
0	0.2666453534087633
2	0.0
1	0.31085885854886275
0	0.7960972291599575
1	1.7277682901650104
2	0.0
0	0.44879931832785624
1	0.0
2	0.7585831343619504
0	0.4956769633001161
1	0.5990212867698875
2	0.0
0	0.6545862598964143
1	0.0
0	0.0
2	0.0
1	0.2363119222849297
0	0.030460290373694576
2	0.48944565629659575
1	0.11080611771360072
0	0.415417701911992
2	0.08594310816913353
1	0.9408064331973747
0	0.0
1	0.43882364475024893
2	0.3816938334102967
0	0.37312105576357757
1	0.0
2	0.0
0	0.9394563590722409
1	0.6320652998560493
0	1.0247315852932881
2	0.950668943199236
1	0.2914913283999162
0	0.0
2	0.0
1	0.19390408323312325
0	0.0
2	0.902473983352205
1	0.04085436788078023
0	0.4414009584181604
2	0.35647834322304683
1	1.5103416892045116
0	0.5534950929580452
2	0.0
1	0.12451382033729019
0	0.0
2	0.1271183047829173
1	0.6192894973806192
0	0.4872053190845136
1	0.332112734880633
2	0.0
0	1.1646226561236546
1	0.07450984820970519
0	0.51603536459098
2	0.0
0	0.0
1	0.46788419961096683
2	0.0
1	0.7835769609834354
0	0.0
2	0.0
1	0.2564892655814216
0	0.0
2	0.0
1	0.7645182757388691
0	0.0
1	0.515845791309632
2	0.9224603946118644
0	0.5310232748611581
1	0.2362171287026199
2	0.0
0	1.9409114617596694
0	0.0
1	1.3681028009907177
2	0.0
1	0.25867126100558413
0	0.0
2	0.0
1	0.0
0	0.8516410843541204
0	0.08078132466826471
1	0.0
2	0.0
0	0.6084877483677624
1	0.0
2	0.44772242447828015
0	0.0
1	0.0
2	0.0
0	0.4100798831370319
1	0.6729214635425891
2	0.0
0	0.2868817086644292
1	0.12413612845808941
0	1.1596440372051087
2	0.0
1	1.2108307492237076
0	1.6797331372945845
0	0.44593566085515224
1	0.09592579760754105
2	0.1713637507027037
0	0.3212775000118929
1	0.08558566873666162
2	0.0
0	0.0
1	0.12930493294458267
2	0.0
0	1.4905286575135264
1	0.9149062223670332
0	0.2090601415551523
1	0.10413114966193704
2	0.0
0	0.0
1	0.3627768561207293
0	0.17459247349342588
2	0.0
1	0.0
0	2.169474297993702
0	1.664877683956105
2	0.0
0	0.0
1	0.0
0	0.589715919613012
2	0.7342005616092223
1	0.30605231921729303
0	0.9279035715953929
2	0.0
0	0.0706195971381508
1	0.7587881705698319
2	0.3907912328852242
1	1.9237291996364068
1	0.0
0	1.98332311456793
0	0.607183881473502
0	0.49476143790724214
2	0.741900016874856
1	2.721972422134206
1	0.0
1	0.2543325209236562
2	0.0
0	0.39209944374735506
1	0.0
0	0.0
2	0.0
1	0.3894945766644935
0	2.4247478966740164
0	0.0
2	0.5159018361451707
1	1.400607713699188
0	1.8873494301024119
0	0.11286766747844257
1	3.7614611916597194
1	0.6121577133531954
1	0.5564107291517884
1	0.09040690615501934
2	0.421700590488414
0	0.7191678554545751
1	0.0
0	0.5592489819631021
2	0.0
1	1.256662658642606
0	0.0
1	0.41376566251355396
2	0.20382512067950986
1	0.3138551015890928
0	0.6680851409478746
2	0.10061931178834238
0	0.3408607513955699
1	0.7128785317036854
0	0.16377083309664986
1	2.54897721205095
1	0.0
2	0.0
1	0.0
0	0.5298729718541579
2	0.0
1	0.22404280994360026
0	0.0
1	0.0
0	0.15892725100168925
2	0.0
1	1.440716548340584
0	0.0
1	0.03355112784557557
2	0.0
0	0.7918142937397885
1	0.998169572728765
0	0.2195140082733349
2	0.0
1	1.787617295504411
1	0.0
0	0.3213131021505897
1	0.0
2	0.4167433784808833
0	0.9798630530637219
1	0.6859029450228428
2	0.0
0	0.651309292230114
1	1.3277161710716057
0	0.19349814768259388
1	0.0
2	0.0
0	0.7243929710927447
1	0.8035291128491597
0	0.4308676504311365
2	0.0
1	0.0
0	0.0
1	0.0
2	0.057656766850966434
0	1.217681331257861
1	0.0
0	0.9081417771698934
2	0.6794110325475178
0	0.19233260416965825
1	0.415405898173014
2	0.9773587756897689
0	0.4270764686912125
2	0.1884034000437932
1	0.8219509685841704
0	0.0
1	0.0
2	0.0
0	0.5014006540152876
1	0.0
0	0.0
2	0.5996899741346108
1	0.4250142518231703
0	0.3996843195208557
2	0.5424674966731642
1	0.0
0	0.23659532340152956
2	0.0
1	0.23055460552586504
0	0.4957184724585365
1	0.5034876224298781
2	0.0
0	0.21677180429098564
1	0.18242232642391154
0	0.25606599138243824
2	0.0643733895971238
1	0.1565383624797161
0	0.0
1	0.0
2	0.0
0	0.6663809878757413
1	0.8223419354358594
0	0.7826100007448483
2	0.0
1	0.0
0	0.010957969010684354
1	0.38988628742068554
2	0.0
0	1.055713017135258
0	0.7497594463200503
1	0.6906390636624209
2	0.0
0	1.8482864451726464
0	0.5788384514461687
1	0.0
0	0.0
1	0.41392486263998396
2	0.8388485443150571
0	0.8097481382860309
2	0.9471059197405223
1	0.4580515892397802
0	0.0
2	0.0
1	1.709630899006785
1	0.5250665643076633
0	0.0
1	1.0677790605919273
2	0.0
1	1.2312686187372415
0	1.2162202123598653
1	0.21181749904888603
0	1.0060074518381106
2	0.5561504211510117
0	0.06408192402469293
1	0.27844708774830973
2	0.0
0	0.0
1	1.9812129983584479
1	0.052092495001576866
1	0.920185295032085
0	0.441920797180511
2	0.43594631150168617
1	0.0
0	0.5395427204956607
2	0.0
1	0.0
0	0.7269800373347814
0	0.0
1	0.24436205883758166
2	0.7013871860707722
0	0.0
2	0.05856460307271372
1	0.008886666136190935
0	0.25565389145750705
1	0.0
2	0.0
0	0.0
1	0.40898722567259316
2	0.3068671417744221
0	0.7484507649778285
1	1.4720764893910827
1	1.0046124098899607
1	0.8073328750716292
0	0.0
2	0.1722958961463792
1	1.0600356672019258
1	0.0
0	0.577847847206383
2	0.0
0	1.8160813349803564
0	1.741197983708326
0	0.0
1	0.0
0	0.0
2	0.0
1	0.0
0	0.9679772349911469
0	0.2916300422894875
1	0.0
2	0.9007510703083927
2	0.4617361554385857
0	2.032633167869752
0	0.0
1	0.6079170419856109
0	0.5660345547070074
2	0.0
1	0.0
0	1.3475791626514821
0	0.03273917476554622
1	0.8151765961993532
2	0.1965858988746655
0	0.0
1	0.3934521154254218
2	0.9056807167838341
1	0.0
0	0.2358757950997269
2	0.5418529183268366
0	0.06515907819939537
1	0.0
2	0.21235002985770468
0	1.7948280330909678
0	0.2232721979572473
1	0.0021224841752903734
0	1.261881708557156
2	0.5849370777333162
0	0.7504363701042955
1	0.5299351632938989
0	0.6296585728698901
2	0.0
1	0.0
0	0.7909476887061665
0	0.8007689514395786
2	0.0
1	0.7609147233246927
0	0.0
1	0.8034955900650426
1	0.011900590603057704
2	0.0
0	0.711426670431323
0	0.0
1	1.4047783279242083
1	1.376608412753735
1	0.5714052993943377
2	0.9271267100937854
0	1.8931621158832714
0	0.24531207107281583
2	0.0
1	0.9767754054708335
0	0.0
1	0.10836589630968174
2	0.0
0	0.3762715860021547
1	0.08413802653277336
0	0.0
1	0.0
2	0.0
0	1.1923606240457312
0	0.18586985010360935
1	0.46423964682206964
2	0.3438973092448857
1	0.5060485818450441
0	0.970860966035865
0	0.0
1	0.016428339263732772
2	0.4226507579618739
0	1.8409583491743884
0	0.48710023642360456
1	2.588892344326666
1	0.0
1	0.0
0	0.5905394230633314
2	0.0
0	0.7866188118924106
1	0.3505359087830824
0	0.0
2	0.0
1	0.0
0	1.084739214642725
0	1.4693804320846073
0	0.06455657041811258
1	0.0
2	0.5123820334793169
0	0.17708150132412792
1	0.41845202747694543
2	0.0
0	1.7280901501595411
0	1.0342043167343664
0	2.5724618237283434
0	0.0
0	1.171109793610316
1	0.0
0	2.206360860281245
0	1.9984658638427881
0	0.33301671430119106
0	0.7374803616671447
0	1.826423170219638
0	1.1020082576025536
0	0.0
2	0.0
1	0.9399978668388105
0	0.0
1	0.0
2	0.6597964483019637
0	1.2241285070501071
0	0.0
1	0.8165317353819662
2	0.0
1	0.6004875484162294
0	0.09148107893564617
1	0.0
2	0.20619778077142226
0	0.8703027126800473
0	0.866307165931271
1	0.3024733541617508
0	0.37677165334767837
2	0.7646668835337966
1	1.509839596486031
1	0.0
0	0.0023185352832265638
2	0.0
1	0.12271739350983168
0	0.9705980969354117
0	0.5971722955968067
2	0.0510911395812097
1	0.7124283252700698
0	0.8679193301751216
1	0.6705021522773278
0	0.9763484197495516
0	0.6464949123032928
2	0.18078521343893883
1	0.0
0	0.5162534032775401
0	0.3572751402325641
1	0.08889657271094087
2	0.0
0	0.0
1	0.6899197034243248
2	0.0
1	0.19347776050997645
0	0.2114394227092551
0	2.5895796125961743
0	0.5566943475107151
0	0.14111348386739142
1	0.4293727920040832
0	0.05323129973852292
2	0.5418879274155971
1	0.05471035513699418
0	0.475704743758836
2	0.0
1	0.5390812350658053
0	0.3248729524533325
1	0.4566765240888899
0	0.6948088412392829
2	0.0
0	0.09249791527258178
1	0.0
0	0.0
2	0.857147965061834
1	0.0
2	0.0
0	0.2958711134964609
1	0.0
0	0.3405983519552873
2	0.7100215214366782
